角色代号,中文角色名,语音文件名/句ID,台词文本
len,蕾娜,len418_066,わお、なにかわかったのでしょうか？
len,蕾娜,len418_067,ん？どうしたですか、マサオミ？
len,蕾娜,len418_068,そんなことないです、一瞬ちょっと寂しそうな顔してましたよ
len,蕾娜,len418_069,えへへ、わたしはマサオミのこと、いつもちゃんと見てるからわかるのですよ？
len,蕾娜,len418_070,つまり、こういうことですね
len,蕾娜,len418_071,今日はわたしと手を繋いでないから、寂しくなったのですね？
len,蕾娜,len418_072,ふふふふ、もちろんです……えへへ
len,蕾娜,len418_073,……。。。っ、えへへ、そう見えますか？
len,蕾娜,len418_074,お、おー……なら頑張りますのでっ
len,蕾娜,len418_075,わかりました！
len,蕾娜,len418_076,うむむ、申し訳ありませんが……たぶんそういうところはなかったと思いますね
len,蕾娜,len418_077,はい、その通りです
len,蕾娜,len418_078,でも言葉を話してましたよ？普通の犬ではなさそうでした
len,蕾娜,len418_079,白い犬と女の人が描かれてますね、ですが……マサオミ？この人の……
len,蕾娜,len418_080,金髪の、美人さんです
len,蕾娜,len418_081,で、でも、夢の中で白い犬は……私をお姉ちゃんと言ってました
len,蕾娜,len418_082,で、ですが、金髪というだけなら、海外のお客様もときどきいらっしゃいますし
len,蕾娜,len418_083,……精神状態、ですか？
len,蕾娜,len418_084,もちろん、それはいいですが
len,蕾娜,len418_085,お願いいたします
len,蕾娜,len418_086,綱渡り、ですか？
len,蕾娜,len418_087,そ、そんなにでありますか……
len,蕾娜,len418_088,……祟り神に命を狙われるわけですね？
len,蕾娜,len418_089,欠片や……わたし達の夢で、ですか？
len,蕾娜,len418_091,……はい
len,蕾娜,len418_093,秘密にしていたわけではないですが、実は最初に見た夢で……
len,蕾娜,len418_094,あまり関係ないと思ってしまって、話してない部分があるのです
len,蕾娜,len418_095,はい……実は、わたしが志那都荘でお料理を食べさせられそうになったとき
len,蕾娜,len418_097,みんなはお料理を勧めながら、わたしが本当は寂しかったんじゃないか
len,蕾娜,len418_098,家族は、１つであるべきだって
len,蕾娜,len418_099,わたしの家族は、みんなバラバラな場所に住んでます
len,蕾娜,len418_100,出稼ぎへ行って、そこで仕事を評価されてスカウトを受けたり、ステップアップのために転職したり
len,蕾娜,len418_101,たぶん、わたしがお祖父ちゃん子だったのもありますが
len,蕾娜,len418_103,けどわたしも、お父さんとお母さんのことは応援したい気持ちで
len,蕾娜,len418_104,その分、ときどき会えるときは凄く嬉しかったですし、みんな一緒に暮らしてないのが不思議なくらい仲が良くて
len,蕾娜,len418_105,なのに、夢の中で家族は１つであるべきだって言われたとき
len,蕾娜,len418_106,なにも言い返せなかったんです……
len,蕾娜,len418_107,プライベートなことだと思ってしまいまして、あのときはそこまで話せなかったですよ
len,蕾娜,len418_108,申し訳ないです……
len,蕾娜,len418_109,わざわざ送ってくれて、ありがとうございますね！マサオミ？
len,蕾娜,len418_110,ふふふ、変なマサオミですね
len,蕾娜,len418_111,欠片のことは、わたしのことでもあるのですから気にしなくていいですよ
len,蕾娜,len418_112,おーそうです！少し待っていて下さい
len,蕾娜,len418_113,これ、マサオミにあげますね？
len,蕾娜,len418_114,はい！私の国のお菓子ですね、中身は飴だと思いますよ
len,蕾娜,len418_115,いつも、日本のことを教えてくれるお礼ですね
len,蕾娜,len418_116,そんなことないですよ？それに…………
len,蕾娜,len418_117,……マサオミには、わたしの国のことも知って欲しいですから
len,蕾娜,len418_118,はい、いただいてください！
len,蕾娜,len418_119,まだわたしの分はたくさんありますし、１人では食べきれないですから
len,蕾娜,len418_120,また明日ですね、マサオミ！
len,蕾娜,len419_001,あはははっ、あはははははは！マコもっ、ヨシノのお父さんまで……あはははははっ！
len,蕾娜,len419_002,ご、ごめんなさい、でも……あはははははっ！そこまでになると、思わなかったですよっ
len,蕾娜,len419_003,まさかっ、普通ではないですよ？
len,蕾娜,len419_004,ちょっと変な味のお菓子くらいの感じですね？
len,蕾娜,len419_005,でも日本の人にはすごく変な味かもしれないと、わたしもマサオミに渡してから気が付きましたよ
len,蕾娜,len419_006,荷物の中で一番取り出しやすいところに入ってたのを適当に持って来てしまいまして
len,蕾娜,len419_007,けど不味かったら、マサオミから連絡してくれると思ったですよ？
len,蕾娜,len419_008,みんな食べてるから、それは平気だと思いますね
len,蕾娜,len419_009,うーん……やっぱり日本の人の口には合わないみたいですね
len,蕾娜,len419_010,はい……ただ、わたしの国では、オーロラの向こうには死者の世界があるという迷信があります
len,蕾娜,len419_011,そんなことないはずですけどね……
len,蕾娜,len419_012,そう言われましても、わたしの国の古いお菓子は、砂糖ではなくリコリスを使ってますね
len,蕾娜,len419_013,ですから風味は独特ですが、昔から普通に食べられてますよ
len,蕾娜,len419_014,甘い味がする草ですね。アジアの国々でも、カンポウに使われるそうですが？
len,蕾娜,len419_015,……………………うーーん
len,蕾娜,len419_016,はい！きっとそうですねっ
len,蕾娜,len419_017,ま、まあ、それより今日は他にも実家から届いたお菓子を持ってきてますので！
len,蕾娜,len419_019,みんな警戒し過ぎですよ？　ほら、クッキーは美味しいです……ほら
len,蕾娜,len419_020,はい、わたしの国ではコーヒーと一緒に食べますね
len,蕾娜,len419_021,それはベリーソースですね
len,蕾娜,len419_022,お菓子ではないですが、お料理にかけて使いますよ
len,蕾娜,len419_023,おや？どうかしましたか？
len,蕾娜,len419_024,そうですね、ベリーソースはお肉やお魚にかけることが多いです
len,蕾娜,len419_025,わたしの国、ベリーが豊富で毎日食べますから
len,蕾娜,len419_026,日本のお米ほどではないですが、いろんなものに使いますよ
len,蕾娜,len419_027,あと毎日食べるもので、日本の人に馴染みがありそうなのはパンケーキですかね？
len,蕾娜,len419_028,はい、他にもパンはありますが、一番多く食べるパンですね
len,蕾娜,len419_029,お皿の上にたくさん重ねて、みんな自分が食べたい分だけ取って食べます
len,蕾娜,len419_030,パンケーキには、サーモンの燻製や鹿肉を挟んで食べますね
len,蕾娜,len419_031,はい、でもパンケーキにはサーモンではないですか？
len,蕾娜,len419_032,マサオミ？メシマズとは、いったいなんのことですか？
len,蕾娜,len419_033,そんなことないと思いますよ？
len,蕾娜,len419_034,わたしの国では最近、日本食が大流行してますからっ
len,蕾娜,len419_035,おや？みんな、どうしましたか？
len,蕾娜,len419_036,ああ、これはお菓子ではありませんよ？ただのジャガイモパンです
len,蕾娜,len419_037,地元の食べ物いろいろ送ってもらって、懐かしくなって厨房を借りて焼かせてもらったんです
len,蕾娜,len419_038,小麦が貴重だった頃のパンで、わたしは好きですけどただの貧乏料理ですよ
len,蕾娜,len419_039,別にそれはいいのですが、素朴というか、すごく美味しい感じではありませんから、お奨めはしないですよ？
len,蕾娜,len419_040,んーですが……本当に、本当に期待しないで欲しいです
len,蕾娜,len419_041,日本でいうところの駄菓子とか、そういうものですから
len,蕾娜,len419_042,どうも、わたしの国のお料理は日本の人に評判がよくないようですから心配ですよ
