=== 蕾娜 (len) 剧情配音文本 ===
共计 2466 句台词

[len006_002] きゃああああぁぁぁぁっ！？
[len416_026] むむむ、マサオミが剣道するところも見てみたかったですが、残念です……
[len416_027] おー、大旦那さんは、そんなに強いのですか？
[len416_028] 負けてるなら、わたしは余計に応援したくなりますけどねぇ
[len416_029] それにマサオミは、弱くないと思うのですよ！あんなに頑張ってるんですから
[len416_030] 女将！お掃除、手伝いますよ
[len416_031] かしこまりましてござります！
[len416_032] お、おー、日本の敬語は難しいですね……
[len416_034] おー、お供えあれば、幽霊なしですね！
[len416_035] あ！きっと、それですね！備えあれば憂い無しですねっ
[len416_036] おー、マサオミは女将にも頼りにされてるですね！
[len416_037] わたしのことですか？
[len416_038] ホアッ！？お……女将、わたし、な、なにかまたソソウをしましたか？
[len416_039] そ、そうですか？少し照れてしまいますね……ありがとうございます、女将！
[len416_040] お、おー、申し訳ごじゃりませぬ
[len416_041] ど、どうでしょう？たまたまのような……たまたまではないような……
[len416_042] いえ！きっとたまたまではないですねっ
[len416_043] はいっ、きっとマサオミだから……覚えやすかったと、私も思いますね！
[len416_044] えへへ、ではマサオミ？学院でも、よろしくですね
[len416_045] いただけましたですね！
[len416_046] もちろんですよ！できるだけ参加してもらえたほうが、わたしは助かりますねっ
[len416_047] はい、よろしくお願いしますね！
[len416_048] はい、私も皆さんに協力してもらえると助かります！どうでありましょうか？
[len416_049] ん？……はいっ、頑張りましょうね、ヨシノ！
[len416_050] おー！おすもう、わたしも大好きです！
[len416_051] はい！ウチは一族郎党、みんなお相撲が大好きですねっ
[len416_053] おー、シンジというと……お相撲には宗教的な意味があったんですか！？　勉強になりました
[len416_054] あははは、ひょっとしてマサオミ？日本の人なのに、知らないですか？
[len416_055] お相撲取る前、日本の人、必ずクレイジーと言うでありますよ
[len416_056] ん？お相撲って、こういうのではなかったですか？
[len416_057] 審判の人が、こんな感じで……
[len416_059] オーコッター、オーコッター……！
[len416_061] ハッケヨイですか？　おー、知らない言葉でしたね、なにか意味があるのですか、マサオミ？
[len416_062] あはは、わたしだけではなくて、ほっとしました
[len416_063] お相撲はＴＶで何度も観ましたけど、どうして発狂する必要があるのか、ずっと疑問だったですよ
[len416_065] はい！　わたしも前よりお相撲のこと詳しくなれて嬉しいですねっ
[len416_066] ありがとうございます、マサオミ！今日は勉強になりました
[len416_067] わたしは平気ですね、そういう変化は起きないのかもしれないですよ
[len416_068] はい、なにかあったらすぐに知らせますね！マサオミこそ、大丈夫なのですか？
[len416_069] もちろんそれも心配ですが、マサオミの中にも欠片が吸収されているのですよね？
[len416_070] 量は少なくても、わたしよりずっと長く身体の中に入っていたんですよね？
[len416_071] でしたら、マサオミの方が強い影響を受けていることも考えられませんか
[len416_072] わたしも似たようなものですね……けど
[len416_073] マサオミは……万一のことがあるかもしれないと、心配してくれているんですよね？
[len416_074] えへへ……ありがとうございます、マサオミ
[len416_075] ですが、わたしのことは本当に心配ないですよ！むしろ……ちょっと、嬉しいところもありますから
[len416_076] それもあるかもしれないですが……マサオミが、たくさん心配してくれますし
[len416_077] マサオミの中にも欠片があるなら、わたし達……一緒ですよね？
[len416_078] ……はい、少し変かもですが……マサオミと一緒なのは、嬉しいですよ？
[len416_079] マサオミこそ、ちゃんと注意して欲しいですね。マサオミに万一のことがあったら……困りますから
[len416_080] むー、なんだか信用できないですね
[len416_081] いいえ、マサオミの自分のことを後回しにしようとするところが、信用できません
[len416_082] ですから……
[len416_083] こ……こうしておけば、安心ですね？
[len416_084] もし……急に体調が悪くなったとしても、すぐ気づけるはずですから
[len416_085] ……。。。。。っ
[len416_086] えへへ、い……行きましょう、マサオミ？
[len416_087] も……もう、ついてしまいましたか
[len416_088] あ……あの、マサオミ？わたしは、お仕事がありますから
[len416_089] では、マサオミ……
[len416_090] お……おう？……そうでした、日本では挨拶のハグをしてはいけないのでしたね
[len416_091] はい、わたしの国では親しい人同士ではハグをします
[len416_092] つい忘れて、癖が出てしまうところでしたよ、驚かせて申し訳ないです
[len416_093] で……では、マサオミは……わたしと、ハグしてくれますか？
[len416_094] それとも……やっぱりわたしとハグするのは、嫌でしたか？
