=== mur (mur) 剧情配音文本 ===
共计 3300 句台词

[mur001_001] ふむ。お主が、吾輩のご主人か？
[mur204_004] ……吾輩は、正直ご主人が変態でも驚かぬがな
[mur204_005] むしろ、さもありなん？
[mur204_006] ご主人が変態かどうかはおいておくとして
[mur204_007] 子犬になることがわかってしまった以上、茉子は大人しくしておる方がよいのではないか？
[mur204_008] まあ、引きこもっておっては、恋ができぬのも事実だ
[mur204_009] ……それは、どういう根拠で言っておるのだ？
[mur204_010] ふむ……人を犬の姿にするなど、いくら獣が強力な力を有していても簡単ではないはず
[mur204_011] 加えて憑代は清められ、その力も以前より弱まっておる
[mur204_012] となれば……一日に一度きりというのも、あり得ない話ではないかもしれんな
[mur204_013] それにだな、そんなに頻繁に犬になっておっては恋など出来ぬ
[mur204_014] まあ全て“かもしれぬ”だがな
[mur204_015] ともかく吾輩は、念のために憑代を監視してみよう。もしかすると、何か反応を示すかもしれんからな
[mur204_016] ……本当に大丈夫か、ご主人？
[mur204_017] やはり帰ってきておったのか
[mur204_018] ご主人の気配が移動したことに気付いてな
[mur204_019] もしや何かが起きたのかと思い、駆け付けたのだ
[mur204_020] その頃であれば、間違いなく本殿で憑代の監視を行っておった
[mur204_021] だが残念ながら、反応は何もなかった
[mur204_022] 現状ではやはり、呪いを解く手がかりは“恋”であろうな
[mur204_023] ふむ……試してみる価値はあると思うぞ
[mur204_024] 代役であろうと、茉子の楽しむ気持ちが伝わればあるいは……。淡い期待ではあるが、無意味とは思わぬ
[mur204_025] 一度、試しにでーとをしてみてはどうなのだ、茉子よ？
[mur204_026] なんじゃ？気が向かぬのか？
[mur204_027] その気持ちは理解できるが、別に弄べと言っておるわけではない
[mur204_028] それにだな、もし本当に好きな者ができた時はどうするのだ
[mur204_029] その男を利用するために好きになったのかもしれないと、自分を責めていては告白もできまい
[mur204_030] そうなれば、一生このままかもしれんのだぞ？
[mur204_031] ここまでハッキリ拒絶されるとは……
[mur204_032] 一体何をしたのだ、変態よ。ああいや、ご主人よ
[mur204_033] やはり心当たりがあるのではないか、顔に出ておるぞ
[mur204_034] 加害者が事故と言い張ってものう
[mur204_035] とはいえ真面目な話、悪い案ではないと思うぞ、吾輩
[mur204_036] 事情を知っておるご主人が相手であれば気兼ねの必要はないであろう
[mur204_037] ふむ……
[mur204_038] もしや、本気でご主人のことを嫌っておるのか？２人で出かけるのも嫌なほどに
[mur204_039] ではやはり問題はないな
[mur204_040] とにかく、嫌でないなら、でーとをしてみるのだ！よいな？
[mur204_041] ご主人とのでーとに苦痛を感じるのならば、そう言えばよい
[mur204_042] それぐらい嫌いであれば、でーとをしても意味がないであろうからな
[mur204_043] では決まりだ！
[mur205_001] でーとをせねばならんのに、今さら何を言っておるのだ、ご主人
[mur205_002] こんな調子で大丈夫かのう……？
[mur205_003] 頼むぞ、ご主人。いくら代役とはいえ、思い人の雰囲気でないと意味がないのだから
[mur205_004] 茉子がこうなっておる間は、吾輩が芳乃についておるから安心せよ
[mur205_005] ご主人もだぞ。ちゃんと茉子を遇するのだぞ
[mur205_007] 確かにな
[mur205_008] うむ
[mur205_009] 実際にそれで獣が満足するかはわからぬが、試してみる価値はあると思ってな
[mur205_010] ご主人、茉子、ではまた後でな
[mur205_011] うむ、ご主人と茉子の代わりだ
[mur205_012] それはよいが……間違っても人目のあるところで吾輩に話しかけるでないぞ？
[mur206_001] それで、でーとの方はどうだったのだ？
[mur206_002] ふむ……では、まだ解けていないと考えておく方がよさそうだな
[mur206_003] 取り憑かれたときは、獣の姿を見たのであろう？
[mur206_004] では、満足したならば何かしらの反応を示しても不思議はないと思うのだが……
[mur206_005] なんじゃ？２人で見つめあって、どうかしたのか？
[mur206_006] なんなのだ？一体何があったのだ？
[mur206_007] 代役ではなく……恋人だと？
[mur206_008] ほほう、まさかご主人と茉子がのう。これは意外……というほどでもないか
[mur206_009] むしろ似合いの２人じゃな
[mur206_010] となると、茉子は本気で恋をして、実らせたことになる
[mur206_011] 現状で憑依が解けておらぬのならば……
[mur206_012] 何とも言えぬな
[mur206_013] 茉子よ、その気持ちを疑うつもりはないが、今まではご主人のことをどう思っておったのだ？
[mur206_014] 異性として、今までずっとドキドキしておったのか？
[mur206_015] そう思うようになったのは、ここ最近と考えてよいのだな？
[mur206_016] ふむ。であれば、恋を知るのは今からではないのか？
[mur206_017] 自分の気持ちを認めて、ご主人と恋人になった。そしてこのまま恋を楽しむ
[mur206_018] うむ。ゆえに恋人としての積み重ねをしてみてから、ようやく判断ができると吾輩は思うぞ
[mur206_019] まっ、そういうことじゃな
[mur206_020] 何とも大きな欠伸じゃな
[mur206_021] ふむ……この２人は一体何を慌てておるのだ？
[mur206_022] ……本人があそこまで自信を持って言っておるからのう
[mur206_023] なんじゃと！？
[mur206_024] じゃが、茉子はすでにご主人と恋をしておるのであろう？
[mur206_025] 今はまだ、その答えを得るに足りておらん、ということか
[mur206_026] 正直なところ、こればっかりは本人にしかわからぬよ
[mur206_027] 最悪の場合、本当にただの夢だった可能性もあるが……ご主人も以前に、獣の意思に触れたであろう？
[mur206_028] それを考えれば、今回の事もただの夢と決めつけるのはよくあるまい
[mur206_029] 茉子があそこまで自信を持っておるのだ。夢の中とはいえ、感じるものがあったのであろう
[mur206_030] ご主人は茉子を信じ、茉子を泣かさぬ事だけを考えればよい
[mur207_001] ん？なんじゃ、どうかしたのか、芳乃？
[mur207_002] なんじゃ、もしや茉子が……ん？茉子はどこに行ったのだ？
[mur207_003] 風呂？やはり犬に？
[mur207_004] ………？芳乃は大丈夫なのか？何やら顔が赤いぞ？
[mur207_005] だからなんだと言うのだ！？
[mur207_006] 吾輩も、そうした方がいいと思うぞ
[mur207_007] 獣はまだ取り憑いたままだからな
[mur207_008] 同じ状態にとどまらず、色々と新しい経験をした方がいい。そう、色々な
[mur207_009] ほれ、芳乃の好意を無碍にするでない。ここは素直に言葉に甘えてみてはどうだ？
[mur207_010] さぁのぅ。じゃが、吾輩たちに出来るのは機会を設けることぐらいだ
[mur207_011] よもや『茉子が手淫で自分を慰めて芳乃が困っておるからお主らちょっとまぐわってこい』とも言えんじゃろ
[mur207_012] ご主人が立派な男であることを祈ろう
[mur207_013] あー……“堪忍は一生の宝”という言葉もあってな
[mur207_014] おかえり、２人とも
[mur207_015] 安心せよ。何も起きておらん
[mur207_016] ……心配するでない。変なのは前からじゃし、芳乃のせいではない
[mur207_017] 芳乃は芳乃で、野暮なことを訊くものではない
[mur207_018] よく見よ。茉子の服が出て行った時とは違うであろう？
[mur207_019] それで察せよ、と言っておるのだ
[mur207_020] というかじゃな、もう気にせずこれからは２人は同じ部屋で寝た方がよいのではないか？
[mur207_021] それはそれは……なんとも幸せな悩みじゃな
[mur207_022] まあ、それはいいとして……茉子よ、真面目な話なのだが
