=== yos (yos) 剧情配音文本 ===
共计 3208 句台词

[yos001_001] 初めまして、朝武芳乃です
[yos103_026] ……平気です。授業に集中すれば、すぐにいつも通りに戻るから
[yos103_027] でも……きっと、部屋で大人しくしててもゆっくり休めないと思う
[yos103_028] ……そっ、そんなことされたら……ッ
[yos103_029] わかりました帰ります
[yos103_030] 歩いて帰りますっ
[yos103_031] そんなこと、できませんよ……
[yos103_033] ちゃんと家に戻る。それで、いいんでしょう？
[yos103_034] はい、どうぞ
[yos103_035] いえ、少し前から目が覚めていましたから。ちゃんと寝ていましたよ
[yos103_036] 今日は本当にすみませんでした。私のせいで、有地さんまで学院を休ませてしまって
[yos103_037] さっき測ったときは７度４分でした
[yos103_038] え？お腹が空いているわけではありませんが……少しぐらいなら
[yos103_039] ――プリンッ
[yos103_040] 今、プリンって言いましたか……っ
[yos103_041] 食べる、食べます、食べられます！
[yos103_042] はい、ありがとうございます！
[yos103_044] はい
[yos103_045] もちろんです。どうして疑うんです？
[yos103_046] はぁ……しぁわせぇです
[yos103_047] ………？どうして有地さんが嬉しそうなんですか？
[yos103_048] ……私、そんなに難しい顔をしていましたか？
[yos103_050] だから……そんな言い方、しないで下さい
[yos103_051] ――ごはッッ
[yos103_052] す、すみません……改めて聞かされると、非常に恥ずかしい言葉だったもので
[yos103_054] ……有地さん……
[yos103_055] え……ええっ！？こんなに美味しいプリンを……有地さんが？
[yos103_056] ……本当に美味しいです、このプリン
[yos103_057] 少しぐらい材料が変わっても……きっと美味しいままですよ
[yos103_058] 元気と……勇気が出ました
[yos103_060] 有地さん。少し、話を聞いてもらってもいいでしょうか？
[yos103_061] とてもつまらなくて、ただの言い訳だと思います。それでも、聞いてもらえますか？
[yos103_062] 私は生まれた時から、巫女姫になることが決まっていました
[yos103_063] 正直なところ、そこに疑問を抱いたことはありません
[yos103_064] 母の姿を見て育ったからだと思います。巫女姫の務めは自分が継ぐものだと普通に思っていました
[yos103_065] 物心ついた頃には、母の見よう見まねで舞を舞っていたそうです
[yos103_066] 私の母親は明るい人なんだそうです。笑顔を絶やさず、明るく元気で優しくて
[yos103_067] いい大人のはずなのに、いつまでも少女のような人だったらしいです
[yos103_068] 私の前では、そんな風に屈託なく笑ったりはしなかったからです
[yos103_069] 母の笑みは、いつもどこか悲しそうでした。少女のような人だと思ったことはありません
[yos103_070] 私にとって母は……よく泣く人でした。あと、謝罪もよくされました
[yos103_071] 私が巫女姫としての努力を重ねる度に『ゴメンね』と
[yos103_072] 上手く舞えたと報告しても、純粋に『おめでとう』と褒めてくれることはなかったと思います
[yos103_073] 先ほども言った通り、私は巫女姫として生きることに疑問を持っていませんでした
[yos103_074] そのことが余計にお母さんを苦しめていたんだと思います……
[yos103_076] 愛情がなかったとか、そういう事ではありません。優しい母で、私はちゃんと愛情を感じていました
[yos103_077] だからその分……苦しんだんだと思います
[yos103_078] 小さい頃の私には、それが理解できませんでした
[yos103_079] 理由はわからないけれど、私という存在がお母さんを傷つける。わかるのはそれだけ……
[yos103_080] 私がその日あったこと、楽しかったことを報告をする度に、母は悲しそうに笑いました
[yos103_081] きっと私の巫女姫としての努力が足りないから。だからもっと頑張らないといけない
[yos103_082] そう思って頑張れば頑張るほど、母の謝罪も増えたんです
[yos103_083] どうして私は母を謝らせてしまうのか……もしかして私は生まれて来ない方がよかったんじゃないか……？
[yos103_084] 当時の話ですから。今でもそう思っているわけじゃありません
[yos103_085] その考えが変わったのは、巫女姫を取り巻く事情を正しく理解し始めた頃です
[yos103_086] 朝武の娘には巫女姫になる以外の選択肢がない……その時ようやくわかりました
[yos103_087] お母さんはきっと『巫女姫になる未来しか与えられないから』という理由で泣き、謝罪していたんだって
[yos103_088] だから私は言いました。『謝らなくていいから。お母さんの責任じゃないから。私は悲観なんてしてないから』と
[yos103_089] そしたら、また泣かせてしまいました
[yos103_090] ……幼い子供にそんなことを言わせたという現実が、さらに傷つけてしまったみたいです
[yos103_092] 本心だったからこそ……私は悔しかった。この気持ちが全く届かないことが……
[yos103_093] でも呪いを解くことができれば……その時には、私の気持ちがお母さんの心に届くかもしれない
[yos103_094] そう決めてからは母を苦しめないように過ごしたつもりですが……謝罪が減った気もしませんでしたね
[yos103_095] 巫女姫の肩書きが疎ましく思えたのは……この頃です。そして……
[yos103_097] 巫女姫を正式に継いでからも、呪いを何とかしようと頑張りました
[yos103_098] 舞を奉納して、お祓いをして……でも何一つ進展させることはできなくて
[yos103_099] 茉子に迷惑をかけたり……お父さんに大怪我をさせたり……
[yos103_100] 生まれてからずっと誰かを傷つけてばかりで……怖かった……
[yos103_101] そうして傷つける度に、私も悔しくて、辛くて……逃げたんです
[yos103_102] 私は最初、有地さんからも逃げました。でもそれは……あの時のお母さんと同じです
[yos103_103] あんなに悔しかったのに、自分がその思いをさせる人間になっていたんです
[yos103_104] そしてそれを自覚しながらも、保留にすることしかできなかった……
